timestamp,load_MW,temperature,humidity,cloudcover,uvindex,hour_of_day,day_of_week,holiday
2018-05-31 23:00:00-04:00,16511.900000000005,64.9,0.98,1.0,0,23,Thursday,False
2018-06-01 00:00:00-04:00,16417.9,64.86,0.96,1.0,0,00,Friday,False
2018-06-01 01:00:00-04:00,15596.8,64.57,0.97,1.0,0,01,Friday,False
2018-06-01 02:00:00-04:00,14971.5,65.19,0.95,1.0,0,02,Friday,False
2018-06-01 03:00:00-04:00,14694.799999999997,65.28,0.98,1.0,0,03,Friday,False
2018-06-01 04:00:00-04:00,14958.1,65.03,0.97,1.0,0,04,Friday,False
2018-06-01 05:00:00-04:00,15926.0,65.13,0.98,1.0,0,05,Friday,False
2018-06-01 06:00:00-04:00,17663.4,65.47,0.96,1.0,0,06,Friday,False
2018-06-01 07:00:00-04:00,19073.9,65.56,0.96,1.0,0,07,Friday,False
2018-06-01 08:00:00-04:00,19984.9,66.16,0.96,1.0,1,08,Friday,False
2018-06-01 09:00:00-04:00,20619.9,66.5,0.98,1.0,3,09,Friday,False
2018-06-01 10:00:00-04:00,21204.300000000003,67.7,0.93,1.0,4,10,Friday,False
2018-06-01 11:00:00-04:00,21806.6,70.51,0.9,1.0,4,11,Friday,False
2018-06-01 12:00:00-04:00,22343.0,74.25,0.83,0.79,6,12,Friday,False
2018-06-01 13:00:00-04:00,22762.300000000003,78.49,0.74,0.82,6,13,Friday,False
2018-06-01 14:00:00-04:00,22923.000000000004,77.44,0.78,0.92,5,14,Friday,False
2018-06-01 15:00:00-04:00,23375.900000000005,77.89,0.76,0.97,4,15,Friday,False
2018-06-01 16:00:00-04:00,23623.600000000002,79.61,0.73,0.9,4,16,Friday,False
2018-06-01 17:00:00-04:00,23578.899999999998,79.17,0.71,0.47,3,17,Friday,False
2018-06-01 18:00:00-04:00,23216.4,79.81,0.71,0.47,1,18,Friday,False
2018-06-01 19:00:00-04:00,22481.999999999996,76.24,0.79,0.34,0,19,Friday,False
2018-06-01 20:00:00-04:00,21697.3,73.77,0.83,0.59,0,20,Friday,False
2018-06-01 21:00:00-04:00,21488.600000000002,72.5,0.86,0.2,0,21,Friday,False
2018-06-01 22:00:00-04:00,20261.600000000002,71.84,0.86,0.45,0,22,Friday,False
2018-06-01 23:00:00-04:00,18900.4,71.34,0.87,0.45,0,23,Friday,False
2018-06-02 00:00:00-04:00,17649.6,71.5,0.89,0.8,0,00,Saturday,False
2018-06-02 01:00:00-04:00,16573.1,70.15,0.94,0.93,0,01,Saturday,False
2018-06-02 02:00:00-04:00,15806.699999999999,70.83,0.92,0.54,0,02,Saturday,False
2018-06-02 03:00:00-04:00,15266.3,70.38,0.93,0.23,0,03,Saturday,False
2018-06-02 04:00:00-04:00,15007.6,69.47,0.92,0.04,0,04,Saturday,False
2018-06-02 05:00:00-04:00,15055.400000000001,69.47,0.91,0.04,0,05,Saturday,False
2018-06-02 06:00:00-04:00,15822.9,69.09,0.91,0.19,0,06,Saturday,False
2018-06-02 07:00:00-04:00,17120.3,71.26,0.88,0.07,0,07,Saturday,False
2018-06-02 08:00:00-04:00,18402.699999999997,73.84,0.84,0.05,2,08,Saturday,False
2018-06-02 09:00:00-04:00,19382.000000000004,76.62,0.75,0.04,4,09,Saturday,False
2018-06-02 10:00:00-04:00,20201.6,80.07,0.69,0.09,6,10,Saturday,False
2018-06-02 11:00:00-04:00,20826.899999999998,82.79,0.63,0.06,8,11,Saturday,False
2018-06-02 12:00:00-04:00,21280.9,83.39,0.62,0.26,8,12,Saturday,False
2018-06-02 13:00:00-04:00,21476.6,84.11,0.6,0.47,8,13,Saturday,False
2018-06-02 14:00:00-04:00,21563.4,83.08,0.62,0.71,6,14,Saturday,False
2018-06-02 15:00:00-04:00,21739.5,83.85,0.59,0.19,7,15,Saturday,False
2018-06-02 16:00:00-04:00,21861.800000000003,84.47,0.56,0.68,4,16,Saturday,False
2018-06-02 17:00:00-04:00,22000.2,84.87,0.57,0.27,3,17,Saturday,False
2018-06-02 18:00:00-04:00,21915.399999999998,83.97,0.59,0.11,1,18,Saturday,False
2018-06-02 19:00:00-04:00,21162.399999999998,80.59,0.61,0.6,0,19,Saturday,False
2018-06-02 20:00:00-04:00,20592.0,77.15,0.67,0.74,0,20,Saturday,False
2018-06-02 21:00:00-04:00,20495.3,76.27,0.7,0.98,0,21,Saturday,False
2018-06-02 22:00:00-04:00,19539.0,73.54,0.76,1.0,0,22,Saturday,False
2018-06-02 23:00:00-04:00,18193.5,71.58,0.81,1.0,0,23,Saturday,False
2018-06-03 00:00:00-04:00,16826.6,70.93,0.77,1.0,0,00,Sunday,False
2018-06-03 01:00:00-04:00,15626.3,66.87,0.88,1.0,0,01,Sunday,False
2018-06-03 02:00:00-04:00,14830.399999999998,64.29,0.87,1.0,0,02,Sunday,False
2018-06-03 03:00:00-04:00,14222.2,63.27,0.83,1.0,0,03,Sunday,False
2018-06-03 04:00:00-04:00,13822.7,62.43,0.82,1.0,0,04,Sunday,False
2018-06-03 05:00:00-04:00,13698.9,61.78,0.79,1.0,0,05,Sunday,False
2018-06-03 06:00:00-04:00,13822.400000000001,61.94,0.72,1.0,0,06,Sunday,False
2018-06-03 07:00:00-04:00,14448.3,61.93,0.69,1.0,0,07,Sunday,False
2018-06-03 08:00:00-04:00,15317.999999999998,61.87,0.68,1.0,1,08,Sunday,False
2018-06-03 09:00:00-04:00,15927.599999999999,62.04,0.71,1.0,3,09,Sunday,False
2018-06-03 10:00:00-04:00,16321.600000000002,61.66,0.72,1.0,4,10,Sunday,False
2018-06-03 11:00:00-04:00,16525.8,62.06,0.72,1.0,4,11,Sunday,False
2018-06-03 12:00:00-04:00,16614.300000000003,61.68,0.71,1.0,4,12,Sunday,False
2018-06-03 13:00:00-04:00,16552.199999999997,61.68,0.69,1.0,5,13,Sunday,False
2018-06-03 14:00:00-04:00,16491.0,61.62,0.67,1.0,4,14,Sunday,False
2018-06-03 15:00:00-04:00,16522.4,61.66,0.7,1.0,4,15,Sunday,False
2018-06-03 16:00:00-04:00,16751.9,62.09,0.7,1.0,3,16,Sunday,False
2018-06-03 17:00:00-04:00,17006.8,61.44,0.7,0.86,2,17,Sunday,False
2018-06-03 18:00:00-04:00,16976.9,61.02,0.67,0.89,1,18,Sunday,False
2018-06-03 19:00:00-04:00,17003.5,59.32,0.71,0.6,0,19,Sunday,False
2018-06-03 20:00:00-04:00,17153.7,58.05,0.72,0.79,0,20,Sunday,False
2018-06-03 21:00:00-04:00,16975.5,56.94,0.73,1.0,0,21,Sunday,False
2018-06-03 22:00:00-04:00,16100.7,56.32,0.75,1.0,0,22,Sunday,False
2018-06-03 23:00:00-04:00,14936.1,53.62,0.89,1.0,0,23,Sunday,False
2018-06-04 00:00:00-04:00,13903.4,53.01,0.88,1.0,0,00,Monday,False
2018-06-04 01:00:00-04:00,13277.900000000001,52.07,0.94,1.0,0,01,Monday,False
2018-06-04 02:00:00-04:00,12873.7,51.81,0.95,1.0,0,02,Monday,False
2018-06-04 03:00:00-04:00,12724.5,52.09,0.94,1.0,0,03,Monday,False
2018-06-04 04:00:00-04:00,13080.1,52.78,0.94,1.0,0,04,Monday,False
2018-06-04 05:00:00-04:00,14087.699999999999,53.21,0.93,1.0,0,05,Monday,False
2018-06-04 06:00:00-04:00,15774.2,52.83,0.95,1.0,0,06,Monday,False
2018-06-04 07:00:00-04:00,16865.399999999998,52.61,0.95,1.0,0,07,Monday,False
2018-06-04 08:00:00-04:00,17451.9,53.43,0.93,1.0,1,08,Monday,False
2018-06-04 09:00:00-04:00,17843.5,54.54,0.9,1.0,3,09,Monday,False
2018-06-04 10:00:00-04:00,17970.100000000002,57.18,0.85,1.0,4,10,Monday,False
2018-06-04 11:00:00-04:00,18118.7,59.82,0.76,0.83,5,11,Monday,False
2018-06-04 12:00:00-04:00,18140.3,61.21,0.76,0.93,5,12,Monday,False
2018-06-04 13:00:00-04:00,18181.399999999998,62.79,0.72,1.0,5,13,Monday,False
2018-06-04 14:00:00-04:00,18224.3,66.52,0.66,0.89,5,14,Monday,False
2018-06-04 15:00:00-04:00,18512.199999999997,67.6,0.65,0.75,5,15,Monday,False
2018-06-04 16:00:00-04:00,18824.100000000002,69.29,0.61,0.75,4,16,Monday,False
2018-06-04 17:00:00-04:00,18936.7,70.36,0.59,0.41,3,17,Monday,False
2018-06-04 18:00:00-04:00,18781.600000000002,69.2,0.64,0.5,1,18,Monday,False
2018-06-04 19:00:00-04:00,18570.3,68.6,0.65,0.76,0,19,Monday,False
2018-06-04 20:00:00-04:00,18206.7,67.17,0.7,0.98,0,20,Monday,False
2018-06-04 21:00:00-04:00,18069.199999999997,65.09,0.73,0.81,0,21,Monday,False
2018-06-04 22:00:00-04:00,16983.300000000003,63.52,0.79,0.36,0,22,Monday,False
2018-06-04 23:00:00-04:00,15607.3,63.02,0.8,0.12,0,23,Monday,False
2018-06-05 00:00:00-04:00,14427.900000000001,61.52,0.83,0.03,0,00,Tuesday,False
2018-06-05 01:00:00-04:00,13581.9,60.92,0.83,0.04,0,01,Tuesday,False
2018-06-05 02:00:00-04:00,13161.7,60.08,0.79,0.0,0,02,Tuesday,False
2018-06-05 03:00:00-04:00,12936.300000000001,58.86,0.81,0.0,0,03,Tuesday,False
2018-06-05 04:00:00-04:00,13152.900000000001,58.88,0.77,0.0,0,04,Tuesday,False
2018-06-05 05:00:00-04:00,14210.099999999999,58.27,0.77,0.0,0,05,Tuesday,False
2018-06-05 06:00:00-04:00,15929.7,57.29,0.79,0.0,0,06,Tuesday,False
2018-06-05 07:00:00-04:00,17184.5,60.07,0.75,0.0,1,07,Tuesday,False
2018-06-05 08:00:00-04:00,17708.5,62.82,0.65,0.0,2,08,Tuesday,False
2018-06-05 09:00:00-04:00,18219.9,65.75,0.57,0.04,4,09,Tuesday,False
2018-06-05 10:00:00-04:00,18476.499999999996,69.79,0.51,0.25,5,10,Tuesday,False
2018-06-05 11:00:00-04:00,18744.5,71.59,0.45,0.63,6,11,Tuesday,False
2018-06-05 12:00:00-04:00,18733.399999999998,72.78,0.47,0.75,6,12,Tuesday,False
2018-06-05 13:00:00-04:00,18768.6,73.23,0.47,0.61,7,13,Tuesday,False
2018-06-05 14:00:00-04:00,18851.600000000002,72.09,0.5,0.95,5,14,Tuesday,False
2018-06-05 15:00:00-04:00,18707.000000000004,72.22,0.49,0.99,4,15,Tuesday,False
2018-06-05 16:00:00-04:00,18940.9,72.28,0.49,0.97,3,16,Tuesday,False
2018-06-05 17:00:00-04:00,18948.9,72.72,0.49,0.75,3,17,Tuesday,False
2018-06-05 18:00:00-04:00,18701.000000000004,72.78,0.49,0.74,1,18,Tuesday,False
2018-06-05 19:00:00-04:00,18320.4,71.49,0.49,0.56,0,19,Tuesday,False
2018-06-05 20:00:00-04:00,18244.7,69.92,0.52,0.44,0,20,Tuesday,False
2018-06-05 21:00:00-04:00,18080.2,67.61,0.53,0.59,0,21,Tuesday,False
2018-06-05 22:00:00-04:00,16846.300000000003,65.37,0.52,0.19,0,22,Tuesday,False
2018-06-05 23:00:00-04:00,15406.1,63.66,0.55,0.14,0,23,Tuesday,False
2018-06-06 00:00:00-04:00,14305.5,62.81,0.57,0.6,0,00,Wednesday,False
2018-06-06 01:00:00-04:00,13693.9,61.56,0.62,0.91,0,01,Wednesday,False
2018-06-06 02:00:00-04:00,13169.5,60.98,0.65,0.86,0,02,Wednesday,False
2018-06-06 03:00:00-04:00,12913.6,59.74,0.67,0.41,0,03,Wednesday,False
2018-06-06 04:00:00-04:00,13220.300000000001,58.3,0.68,0.73,0,04,Wednesday,False
2018-06-06 05:00:00-04:00,14189.2,58.75,0.72,0.93,0,05,Wednesday,False
2018-06-06 06:00:00-04:00,15762.999999999998,59.03,0.7,0.98,0,06,Wednesday,False
2018-06-06 07:00:00-04:00,16808.1,60.45,0.67,0.98,0,07,Wednesday,False
2018-06-06 08:00:00-04:00,17355.6,61.33,0.65,0.99,1,08,Wednesday,False
2018-06-06 09:00:00-04:00,17674.4,61.57,0.65,0.98,3,09,Wednesday,False
2018-06-06 10:00:00-04:00,17988.6,63.34,0.62,1.0,4,10,Wednesday,False
2018-06-06 11:00:00-04:00,18140.4,64.8,0.58,0.93,4,11,Wednesday,False
2018-06-06 12:00:00-04:00,18328.6,67.24,0.53,0.78,6,12,Wednesday,False
2018-06-06 13:00:00-04:00,18485.6,68.33,0.5,0.79,6,13,Wednesday,False
2018-06-06 14:00:00-04:00,18520.9,68.2,0.5,0.93,5,14,Wednesday,False
2018-06-06 15:00:00-04:00,18507.4,68.04,0.53,0.92,4,15,Wednesday,False
2018-06-06 16:00:00-04:00,18556.799999999996,68.55,0.54,1.0,3,16,Wednesday,False
2018-06-06 17:00:00-04:00,18549.800000000003,66.67,0.57,0.99,2,17,Wednesday,False
2018-06-06 18:00:00-04:00,18272.7,64.16,0.68,1.0,1,18,Wednesday,False
2018-06-06 19:00:00-04:00,17903.600000000002,62.97,0.7,1.0,0,19,Wednesday,False
2018-06-06 20:00:00-04:00,17917.8,61.85,0.71,0.84,0,20,Wednesday,False
2018-06-06 21:00:00-04:00,17809.100000000002,60.75,0.77,1.0,0,21,Wednesday,False
2018-06-06 22:00:00-04:00,16829.9,60.61,0.77,1.0,0,22,Wednesday,False
2018-06-06 23:00:00-04:00,15377.4,60.47,0.8,1.0,0,23,Wednesday,False
2018-06-07 00:00:00-04:00,14315.400000000001,60.71,0.78,1.0,0,00,Thursday,False
2018-06-07 01:00:00-04:00,13617.800000000001,60.62,0.76,1.0,0,01,Thursday,False
2018-06-07 02:00:00-04:00,13150.8,60.3,0.78,1.0,0,02,Thursday,False
2018-06-07 03:00:00-04:00,12973.699999999999,60.26,0.8,1.0,0,03,Thursday,False
2018-06-07 04:00:00-04:00,13348.5,60.22,0.8,1.0,0,04,Thursday,False
2018-06-07 05:00:00-04:00,14333.0,60.27,0.82,1.0,0,05,Thursday,False
2018-06-07 06:00:00-04:00,15902.199999999999,60.15,0.79,1.0,0,06,Thursday,False
2018-06-07 07:00:00-04:00,16965.3,60.5,0.82,0.0,0,07,Thursday,False
2018-06-07 08:00:00-04:00,17536.6,61.72,0.79,1.0,1,08,Thursday,False
2018-06-07 09:00:00-04:00,17901.0,62.2,0.78,1.0,3,09,Thursday,False
2018-06-07 10:00:00-04:00,18031.100000000002,63.39,0.75,1.0,4,10,Thursday,False
2018-06-07 11:00:00-04:00,18254.6,65.27,0.68,1.0,4,11,Thursday,False
2018-06-07 12:00:00-04:00,18392.7,67.51,0.6,0.94,5,12,Thursday,False
2018-06-07 13:00:00-04:00,18467.8,68.72,0.58,0.83,5,13,Thursday,False
2018-06-07 14:00:00-04:00,18674.2,69.58,0.55,0.6,7,14,Thursday,False
2018-06-07 15:00:00-04:00,18904.1,69.62,0.56,0.42,6,15,Thursday,False
2018-06-07 16:00:00-04:00,19075.899999999998,69.47,0.56,0.18,5,16,Thursday,False
2018-06-07 17:00:00-04:00,19106.7,67.06,0.6,0.23,3,17,Thursday,False
2018-06-07 18:00:00-04:00,18901.4,66.43,0.6,0.13,1,18,Thursday,False
2018-06-07 19:00:00-04:00,18527.1,64.63,0.66,0.17,0,19,Thursday,False
2018-06-07 20:00:00-04:00,18349.500000000004,62.95,0.74,0.02,0,20,Thursday,False
2018-06-07 21:00:00-04:00,18287.300000000003,62.33,0.75,0.42,0,21,Thursday,False
2018-06-07 22:00:00-04:00,17197.7,62.09,0.78,0.63,0,22,Thursday,False
2018-06-07 23:00:00-04:00,15874.500000000002,61.63,0.82,0.75,0,23,Thursday,False
2018-06-08 00:00:00-04:00,14744.9,60.74,0.83,0.31,0,00,Friday,False
2018-06-08 01:00:00-04:00,13939.0,60.28,0.85,0.07,0,01,Friday,False
2018-06-08 02:00:00-04:00,13412.699999999999,60.14,0.83,0.06,0,02,Friday,False
2018-06-08 03:00:00-04:00,13161.4,59.88,0.85,0.01,0,03,Friday,False
2018-06-08 04:00:00-04:00,13388.699999999999,59.78,0.86,0.08,0,04,Friday,False
2018-06-08 05:00:00-04:00,14232.199999999999,59.25,0.87,0.09,0,05,Friday,False
2018-06-08 06:00:00-04:00,15931.800000000001,58.57,0.91,0.14,0,06,Friday,False
2018-06-08 07:00:00-04:00,17285.8,60.6,0.89,0.16,1,07,Friday,False
2018-06-08 08:00:00-04:00,18048.5,63.45,0.82,0.06,2,08,Friday,False
2018-06-08 09:00:00-04:00,18758.2,67.01,0.77,0.02,4,09,Friday,False
2018-06-08 10:00:00-04:00,19316.4,71.7,0.69,0.05,6,10,Friday,False
2018-06-08 11:00:00-04:00,19784.6,74.65,0.62,0.11,8,11,Friday,False
2018-06-08 12:00:00-04:00,20205.5,78.41,0.53,0.22,9,12,Friday,False
2018-06-08 13:00:00-04:00,20628.899999999998,79.87,0.5,0.22,9,13,Friday,False
2018-06-08 14:00:00-04:00,20877.399999999998,79.8,0.54,0.71,6,14,Friday,False
2018-06-08 15:00:00-04:00,21149.7,79.94,0.52,0.6,6,15,Friday,False
2018-06-08 16:00:00-04:00,21357.5,77.58,0.59,0.75,4,16,Friday,False
2018-06-08 17:00:00-04:00,21259.0,79.68,0.54,0.71,3,17,Friday,False
2018-06-08 18:00:00-04:00,20900.6,78.62,0.55,0.75,1,18,Friday,False
2018-06-08 19:00:00-04:00,20493.199999999997,79.23,0.52,0.75,0,19,Friday,False
2018-06-08 20:00:00-04:00,19843.4,78.9,0.51,0.51,0,20,Friday,False
2018-06-08 21:00:00-04:00,19572.5,77.43,0.55,0.58,0,21,Friday,False
2018-06-08 22:00:00-04:00,18725.100000000002,76.02,0.58,0.51,0,22,Friday,False
2018-06-08 23:00:00-04:00,17437.5,74.2,0.67,0.59,0,23,Friday,False
2018-06-09 00:00:00-04:00,16121.600000000002,73.2,0.71,0.31,0,00,Saturday,False
2018-06-09 01:00:00-04:00,15168.300000000001,71.37,0.78,0.08,0,01,Saturday,False
2018-06-09 02:00:00-04:00,14471.9,71.16,0.76,0.18,0,02,Saturday,False
2018-06-09 03:00:00-04:00,14089.199999999999,69.71,0.77,0.17,0,03,Saturday,False
2018-06-09 04:00:00-04:00,13778.100000000002,69.09,0.75,0.0,0,04,Saturday,False
2018-06-09 05:00:00-04:00,13716.4,68.07,0.74,0.05,0,05,Saturday,False
2018-06-09 06:00:00-04:00,14449.4,66.83,0.74,0.05,0,06,Saturday,False
2018-06-09 07:00:00-04:00,15551.099999999999,68.64,0.65,0.08,1,07,Saturday,False
2018-06-09 08:00:00-04:00,16615.9,70.14,0.58,0.03,2,08,Saturday,False
2018-06-09 09:00:00-04:00,17391.1,72.03,0.53,0.06,4,09,Saturday,False
2018-06-09 10:00:00-04:00,17986.3,74.62,0.5,0.03,6,10,Saturday,False
2018-06-09 11:00:00-04:00,18392.4,75.42,0.48,0.04,8,11,Saturday,False
2018-06-09 12:00:00-04:00,18641.100000000002,77.07,0.44,0.02,10,12,Saturday,False
2018-06-09 13:00:00-04:00,18902.3,78.5,0.42,0.1,10,13,Saturday,False
2018-06-09 14:00:00-04:00,19046.100000000002,79.9,0.4,0.27,8,14,Saturday,False
2018-06-09 15:00:00-04:00,18970.8,79.34,0.42,0.11,7,15,Saturday,False
2018-06-09 16:00:00-04:00,19192.899999999998,76.3,0.48,0.52,4,16,Saturday,False
2018-06-09 17:00:00-04:00,19231.4,77.78,0.44,0.33,3,17,Saturday,False
2018-06-09 18:00:00-04:00,19163.100000000002,76.91,0.43,0.07,1,18,Saturday,False
2018-06-09 19:00:00-04:00,18571.100000000002,73.33,0.56,0.13,0,19,Saturday,False
2018-06-09 20:00:00-04:00,18403.700000000004,71.68,0.59,0.2,0,20,Saturday,False
2018-06-09 21:00:00-04:00,18342.9,69.56,0.64,0.08,0,21,Saturday,False
2018-06-09 22:00:00-04:00,17659.2,69.84,0.61,0.21,0,22,Saturday,False
2018-06-09 23:00:00-04:00,16624.2,69.01,0.69,0.02,0,23,Saturday,False
2018-06-10 00:00:00-04:00,15620.8,70.22,0.64,0.05,0,00,Sunday,False
2018-06-10 01:00:00-04:00,14863.3,70.81,0.58,0.47,0,01,Sunday,False
2018-06-10 02:00:00-04:00,14206.400000000001,70.45,0.6,0.93,0,02,Sunday,False
2018-06-10 03:00:00-04:00,13855.2,69.9,0.62,1.0,0,03,Sunday,False
2018-06-10 04:00:00-04:00,13638.200000000003,69.59,0.59,0.79,0,04,Sunday,False
2018-06-10 05:00:00-04:00,13535.900000000001,68.93,0.55,0.91,0,05,Sunday,False
2018-06-10 06:00:00-04:00,13802.0,68.69,0.56,0.92,0,06,Sunday,False
2018-06-10 07:00:00-04:00,14506.7,68.56,0.56,0.92,0,07,Sunday,False
2018-06-10 08:00:00-04:00,15367.3,67.13,0.6,0.98,1,08,Sunday,False
2018-06-10 09:00:00-04:00,16207.1,67.56,0.61,0.91,3,09,Sunday,False
2018-06-10 10:00:00-04:00,16617.6,68.05,0.59,0.89,4,10,Sunday,False
2018-06-10 11:00:00-04:00,16879.6,68.76,0.56,0.52,6,11,Sunday,False
2018-06-10 12:00:00-04:00,17003.0,69.54,0.52,0.83,5,12,Sunday,False
2018-06-10 13:00:00-04:00,17131.3,69.61,0.51,0.99,5,13,Sunday,False
2018-06-10 14:00:00-04:00,17109.9,68.62,0.5,0.97,5,14,Sunday,False
2018-06-10 15:00:00-04:00,17121.9,67.83,0.5,1.0,4,15,Sunday,False
2018-06-10 16:00:00-04:00,17353.4,67.53,0.55,1.0,3,16,Sunday,False
2018-06-10 17:00:00-04:00,17466.0,65.85,0.58,1.0,2,17,Sunday,False
