timestamp,load_MW,temperature,humidity,cloudcover,uvindex,hour_of_day,day_of_week,holiday
2018-12-31 23:00:00-05:00,15375.8,46.19,0.95,1.0,0,23,Monday,False
2019-01-01 00:00:00-05:00,15306.599999999999,47.23,0.97,1.0,0,00,Tuesday,True
2019-01-01 01:00:00-05:00,14721.2,48.03,0.95,1.0,0,01,Tuesday,True
2019-01-01 02:00:00-05:00,14152.800000000001,48.93,0.97,1.0,0,02,Tuesday,True
2019-01-01 03:00:00-05:00,13681.300000000001,50.13,0.98,1.0,0,03,Tuesday,True
2019-01-01 04:00:00-05:00,13396.7,50.62,0.97,1.0,0,04,Tuesday,True
2019-01-01 05:00:00-05:00,13585.200000000003,53.71,0.97,1.0,0,05,Tuesday,True
2019-01-01 06:00:00-05:00,14000.2,54.51,0.96,0.99,0,06,Tuesday,True
2019-01-01 07:00:00-05:00,14326.6,56.0,0.88,0.81,0,07,Tuesday,True
2019-01-01 08:00:00-05:00,14845.5,56.55,0.85,0.52,0,08,Tuesday,True
2019-01-01 09:00:00-05:00,15542.5,57.62,0.79,0.92,0,09,Tuesday,True
2019-01-01 10:00:00-05:00,16057.499999999998,57.89,0.69,0.85,1,10,Tuesday,True
2019-01-01 11:00:00-05:00,16306.0,57.6,0.62,0.56,1,11,Tuesday,True
2019-01-01 12:00:00-05:00,16321.500000000002,55.88,0.52,0.71,2,12,Tuesday,True
2019-01-01 13:00:00-05:00,16334.0,55.64,0.48,0.28,1,13,Tuesday,True
2019-01-01 14:00:00-05:00,16535.1,53.2,0.5,0.55,1,14,Tuesday,True
2019-01-01 15:00:00-05:00,17093.100000000002,49.8,0.51,0.71,0,15,Tuesday,True
2019-01-01 16:00:00-05:00,18540.399999999998,47.68,0.53,0.74,0,16,Tuesday,True
2019-01-01 17:00:00-05:00,18947.3,45.95,0.56,0.63,0,17,Tuesday,True
2019-01-01 18:00:00-05:00,18882.099999999995,45.27,0.56,0.5,0,18,Tuesday,True
2019-01-01 19:00:00-05:00,18652.7,44.37,0.59,0.33,0,19,Tuesday,True
2019-01-01 20:00:00-05:00,18244.399999999998,43.99,0.58,0.6,0,20,Tuesday,True
2019-01-01 21:00:00-05:00,17726.4,43.66,0.56,0.35,0,21,Tuesday,True
2019-01-01 22:00:00-05:00,16826.0,42.45,0.55,0.53,0,22,Tuesday,True
2019-01-01 23:00:00-05:00,15806.499999999998,41.8,0.53,0.75,0,23,Tuesday,True
2019-01-02 00:00:00-05:00,15000.600000000002,40.1,0.55,0.61,0,00,Wednesday,False
2019-01-02 01:00:00-05:00,14528.0,38.88,0.58,0.32,0,01,Wednesday,False
2019-01-02 02:00:00-05:00,14285.6,38.59,0.58,0.08,0,02,Wednesday,False
2019-01-02 03:00:00-05:00,14338.8,37.45,0.59,0.14,0,03,Wednesday,False
2019-01-02 04:00:00-05:00,14851.699999999999,36.94,0.58,0.07,0,04,Wednesday,False
2019-01-02 05:00:00-05:00,16194.1,36.24,0.59,0.07,0,05,Wednesday,False
2019-01-02 06:00:00-05:00,18014.5,35.67,0.59,0.03,0,06,Wednesday,False
2019-01-02 07:00:00-05:00,18787.000000000004,35.16,0.63,0.05,0,07,Wednesday,False
2019-01-02 08:00:00-05:00,19068.299999999996,35.1,0.61,0.5,0,08,Wednesday,False
2019-01-02 09:00:00-05:00,19127.099999999995,36.03,0.57,0.25,0,09,Wednesday,False
2019-01-02 10:00:00-05:00,19107.7,36.41,0.55,0.13,1,10,Wednesday,False
2019-01-02 11:00:00-05:00,18959.9,37.66,0.56,0.13,2,11,Wednesday,False
2019-01-02 12:00:00-05:00,18793.7,38.06,0.53,0.38,2,12,Wednesday,False
2019-01-02 13:00:00-05:00,19041.3,38.06,0.5,0.27,2,13,Wednesday,False
2019-01-02 14:00:00-05:00,19180.7,38.38,0.54,0.06,1,14,Wednesday,False
2019-01-02 15:00:00-05:00,19546.1,38.42,0.53,0.13,0,15,Wednesday,False
2019-01-02 16:00:00-05:00,20895.100000000002,38.08,0.55,0.23,0,16,Wednesday,False
2019-01-02 17:00:00-05:00,21213.699999999997,37.11,0.61,0.34,0,17,Wednesday,False
2019-01-02 18:00:00-05:00,21099.9,37.1,0.62,0.98,0,18,Wednesday,False
2019-01-02 19:00:00-05:00,20755.600000000002,37.26,0.62,0.99,0,19,Wednesday,False
2019-01-02 20:00:00-05:00,20160.7,37.46,0.6,1.0,0,20,Wednesday,False
2019-01-02 21:00:00-05:00,19303.2,38.0,0.62,1.0,0,21,Wednesday,False
2019-01-02 22:00:00-05:00,18108.1,38.84,0.61,1.0,0,22,Wednesday,False
2019-01-02 23:00:00-05:00,16796.2,39.37,0.65,1.0,0,23,Wednesday,False
2019-01-03 00:00:00-05:00,15639.9,40.45,0.68,0.99,0,00,Thursday,False
2019-01-03 01:00:00-05:00,15024.4,40.18,0.77,0.99,0,01,Thursday,False
2019-01-03 02:00:00-05:00,14679.699999999999,40.38,0.79,1.0,0,02,Thursday,False
2019-01-03 03:00:00-05:00,14488.1,40.85,0.81,1.0,0,03,Thursday,False
2019-01-03 04:00:00-05:00,14850.9,41.35,0.8,0.97,0,04,Thursday,False
2019-01-03 05:00:00-05:00,16153.900000000001,42.17,0.81,1.0,0,05,Thursday,False
2019-01-03 06:00:00-05:00,17865.0,42.31,0.83,1.0,0,06,Thursday,False
2019-01-03 07:00:00-05:00,18633.499999999996,42.78,0.83,0.97,0,07,Thursday,False
2019-01-03 08:00:00-05:00,18867.9,42.3,0.81,0.75,0,08,Thursday,False
2019-01-03 09:00:00-05:00,19103.600000000002,42.46,0.79,0.6,0,09,Thursday,False
2019-01-03 10:00:00-05:00,19202.8,43.15,0.75,0.56,1,10,Thursday,False
2019-01-03 11:00:00-05:00,19261.3,43.73,0.66,0.31,2,11,Thursday,False
2019-01-03 12:00:00-05:00,19197.000000000004,42.98,0.6,0.86,2,12,Thursday,False
2019-01-03 13:00:00-05:00,19031.4,43.78,0.5,0.5,1,13,Thursday,False
2019-01-03 14:00:00-05:00,19101.5,42.98,0.5,0.48,1,14,Thursday,False
2019-01-03 15:00:00-05:00,19468.3,42.64,0.5,0.32,0,15,Thursday,False
2019-01-03 16:00:00-05:00,20653.5,41.16,0.51,0.7,0,16,Thursday,False
2019-01-03 17:00:00-05:00,20974.6,39.61,0.51,0.36,0,17,Thursday,False
2019-01-03 18:00:00-05:00,20933.2,39.31,0.51,0.35,0,18,Thursday,False
2019-01-03 19:00:00-05:00,20566.199999999997,38.73,0.56,0.32,0,19,Thursday,False
