timestamp,load_MW,temperature,humidity,cloudcover,uvindex,hour_of_day,day_of_week,holiday
2019-05-31 23:00:00-04:00,15349.7,69.28,0.74,0.08,0,23,Friday,False
2019-06-01 00:00:00-04:00,15234.8,68.38,0.74,0.08,0,00,Saturday,False
2019-06-01 01:00:00-04:00,14393.599999999999,67.22,0.76,0.1,0,01,Saturday,False
2019-06-01 02:00:00-04:00,13693.9,66.46,0.77,0.0,0,02,Saturday,False
2019-06-01 03:00:00-04:00,13385.999999999998,65.47,0.79,0.06,0,03,Saturday,False
2019-06-01 04:00:00-04:00,13190.8,63.74,0.82,0.2,0,04,Saturday,False
2019-06-01 05:00:00-04:00,13245.7,63.68,0.83,0.23,0,05,Saturday,False
2019-06-01 06:00:00-04:00,13871.599999999999,63.19,0.82,0.16,0,06,Saturday,False
2019-06-01 07:00:00-04:00,14851.0,64.41,0.8,0.15,0,07,Saturday,False
2019-06-01 08:00:00-04:00,15692.0,66.67,0.76,0.09,1,08,Saturday,False
2019-06-01 09:00:00-04:00,16302.2,68.93,0.69,0.18,3,09,Saturday,False
2019-06-01 10:00:00-04:00,16732.399999999998,71.07,0.66,0.3,4,10,Saturday,False
2019-06-01 11:00:00-04:00,16966.5,74.04,0.57,0.46,5,11,Saturday,False
2019-06-01 12:00:00-04:00,17211.7,76.21,0.52,0.48,6,12,Saturday,False
2019-06-01 13:00:00-04:00,17309.0,78.55,0.46,0.49,6,13,Saturday,False
2019-06-01 14:00:00-04:00,17522.100000000002,77.86,0.47,0.48,6,14,Saturday,False
2019-06-01 15:00:00-04:00,17732.7,77.5,0.5,0.59,5,15,Saturday,False
2019-06-01 16:00:00-04:00,17966.1,76.71,0.54,0.48,4,16,Saturday,False
2019-06-01 17:00:00-04:00,18066.5,75.33,0.58,0.46,2,17,Saturday,False
2019-06-01 18:00:00-04:00,17934.5,73.34,0.61,0.54,1,18,Saturday,False
2019-06-01 19:00:00-04:00,17715.7,70.78,0.66,0.62,0,19,Saturday,False
2019-06-01 20:00:00-04:00,17653.7,69.19,0.72,0.67,0,20,Saturday,False
2019-06-01 21:00:00-04:00,17534.6,67.42,0.77,0.77,0,21,Saturday,False
2019-06-01 22:00:00-04:00,16828.7,66.44,0.8,0.68,0,22,Saturday,False
2019-06-01 23:00:00-04:00,15895.299999999997,66.17,0.82,0.77,0,23,Saturday,False
2019-06-02 00:00:00-04:00,14990.4,66.08,0.82,0.75,0,00,Sunday,False
2019-06-02 01:00:00-04:00,14179.7,65.15,0.85,0.52,0,01,Sunday,False
2019-06-02 02:00:00-04:00,13694.199999999999,65.27,0.86,0.5,0,02,Sunday,False
2019-06-02 03:00:00-04:00,13206.699999999999,64.6,0.88,0.57,0,03,Sunday,False
2019-06-02 04:00:00-04:00,13084.600000000002,63.85,0.9,0.6,0,04,Sunday,False
2019-06-02 05:00:00-04:00,13101.500000000002,64.43,0.89,0.57,0,05,Sunday,False
2019-06-02 06:00:00-04:00,13435.5,63.98,0.91,0.57,0,06,Sunday,False
2019-06-02 07:00:00-04:00,14231.7,64.82,0.9,0.59,0,07,Sunday,False
2019-06-02 08:00:00-04:00,15122.4,67.07,0.85,0.51,1,08,Sunday,False
2019-06-02 09:00:00-04:00,16083.9,69.16,0.8,0.42,3,09,Sunday,False
2019-06-02 10:00:00-04:00,16613.9,72.82,0.71,0.29,4,10,Sunday,False
2019-06-02 11:00:00-04:00,17222.2,75.65,0.63,0.23,6,11,Sunday,False
2019-06-02 12:00:00-04:00,17551.399999999998,78.42,0.54,0.29,6,12,Sunday,False
2019-06-02 13:00:00-04:00,17688.9,80.17,0.49,0.22,7,13,Sunday,False
2019-06-02 14:00:00-04:00,17825.3,80.73,0.46,0.23,6,14,Sunday,False
2019-06-02 15:00:00-04:00,18090.9,81.13,0.47,0.2,5,15,Sunday,False
2019-06-02 16:00:00-04:00,18293.1,80.72,0.52,0.18,4,16,Sunday,False
2019-06-02 17:00:00-04:00,18481.200000000004,78.24,0.57,0.2,2,17,Sunday,False
2019-06-02 18:00:00-04:00,18412.6,75.92,0.63,0.29,1,18,Sunday,False
2019-06-02 19:00:00-04:00,18288.5,74.87,0.65,0.27,0,19,Sunday,False
2019-06-02 20:00:00-04:00,18239.8,74.4,0.65,0.18,0,20,Sunday,False
2019-06-02 21:00:00-04:00,18188.4,72.83,0.69,0.37,0,21,Sunday,False
2019-06-02 22:00:00-04:00,17150.699999999997,69.55,0.77,0.49,0,22,Sunday,False
2019-06-02 23:00:00-04:00,15821.3,67.31,0.78,0.45,0,23,Sunday,False
2019-06-03 00:00:00-04:00,14573.800000000001,66.04,0.72,0.39,0,00,Monday,False
2019-06-03 01:00:00-04:00,13769.4,64.61,0.68,0.31,0,01,Monday,False
2019-06-03 02:00:00-04:00,13280.0,63.04,0.64,0.32,0,02,Monday,False
2019-06-03 03:00:00-04:00,12933.5,61.68,0.65,0.16,0,03,Monday,False
2019-06-03 04:00:00-04:00,13237.099999999999,60.42,0.7,0.12,0,04,Monday,False
2019-06-03 05:00:00-04:00,14158.499999999998,59.11,0.71,0.02,0,05,Monday,False
2019-06-03 06:00:00-04:00,15771.499999999998,58.9,0.72,0.01,0,06,Monday,False
2019-06-03 07:00:00-04:00,16644.300000000003,60.21,0.68,0.02,0,07,Monday,False
2019-06-03 08:00:00-04:00,17181.899999999998,62.67,0.58,0.03,1,08,Monday,False
2019-06-03 09:00:00-04:00,17496.1,64.37,0.54,0.03,3,09,Monday,False
2019-06-03 10:00:00-04:00,17689.2,65.95,0.48,0.04,4,10,Monday,False
2019-06-03 11:00:00-04:00,17772.399999999998,67.74,0.44,0.07,6,11,Monday,False
2019-06-03 12:00:00-04:00,17792.6,68.63,0.4,0.13,6,12,Monday,False
2019-06-03 13:00:00-04:00,17702.2,69.87,0.33,0.09,7,13,Monday,False
2019-06-03 14:00:00-04:00,17587.5,70.53,0.28,0.04,6,14,Monday,False
2019-06-03 15:00:00-04:00,17721.6,71.42,0.23,0.03,5,15,Monday,False
2019-06-03 16:00:00-04:00,18009.899999999998,72.03,0.2,0.0,4,16,Monday,False
2019-06-03 17:00:00-04:00,18195.1,70.09,0.22,0.01,2,17,Monday,False
2019-06-03 18:00:00-04:00,18006.399999999998,69.38,0.24,0.0,1,18,Monday,False
2019-06-03 19:00:00-04:00,17816.100000000002,68.5,0.28,0.01,0,19,Monday,False
2019-06-03 20:00:00-04:00,17543.3,67.25,0.3,0.0,0,20,Monday,False
2019-06-03 21:00:00-04:00,17454.9,65.54,0.36,0.0,0,21,Monday,False
2019-06-03 22:00:00-04:00,16446.0,63.94,0.43,0.0,0,22,Monday,False
2019-06-03 23:00:00-04:00,15143.699999999999,61.92,0.49,0.0,0,23,Monday,False
2019-06-04 00:00:00-04:00,14041.999999999998,60.49,0.54,0.0,0,00,Tuesday,False
2019-06-04 01:00:00-04:00,13336.099999999999,59.04,0.57,0.0,0,01,Tuesday,False
2019-06-04 02:00:00-04:00,12941.300000000001,57.54,0.58,0.0,0,02,Tuesday,False
2019-06-04 03:00:00-04:00,12670.800000000001,55.78,0.63,0.04,0,03,Tuesday,False
2019-06-04 04:00:00-04:00,13049.0,54.68,0.65,0.09,0,04,Tuesday,False
2019-06-04 05:00:00-04:00,14105.8,54.38,0.66,0.11,0,05,Tuesday,False
2019-06-04 06:00:00-04:00,15454.8,54.69,0.66,0.08,0,06,Tuesday,False
2019-06-04 07:00:00-04:00,16256.699999999999,56.7,0.64,0.04,0,07,Tuesday,False
2019-06-04 08:00:00-04:00,16573.8,58.93,0.57,0.0,1,08,Tuesday,False
2019-06-04 09:00:00-04:00,16753.2,61.21,0.49,0.0,3,09,Tuesday,False
2019-06-04 10:00:00-04:00,16882.199999999997,63.01,0.43,0.0,4,10,Tuesday,False
2019-06-04 11:00:00-04:00,17014.6,64.68,0.4,0.0,6,11,Tuesday,False
2019-06-04 12:00:00-04:00,17124.499999999996,66.26,0.38,0.01,7,12,Tuesday,False
2019-06-04 13:00:00-04:00,17292.8,67.96,0.35,0.02,7,13,Tuesday,False
2019-06-04 14:00:00-04:00,17548.500000000004,69.08,0.35,0.02,7,14,Tuesday,False
2019-06-04 15:00:00-04:00,17875.699999999997,70.31,0.34,0.05,6,15,Tuesday,False
2019-06-04 16:00:00-04:00,18097.899999999998,71.47,0.34,0.15,4,16,Tuesday,False
2019-06-04 17:00:00-04:00,18282.7,70.99,0.35,0.14,2,17,Tuesday,False
2019-06-04 18:00:00-04:00,18103.1,70.73,0.37,0.18,1,18,Tuesday,False
2019-06-04 19:00:00-04:00,17881.4,70.04,0.4,0.24,0,19,Tuesday,False
2019-06-04 20:00:00-04:00,17749.200000000004,69.18,0.42,0.26,0,20,Tuesday,False
2019-06-04 21:00:00-04:00,17595.2,67.89,0.47,0.25,0,21,Tuesday,False
2019-06-04 22:00:00-04:00,16500.7,66.74,0.5,0.33,0,22,Tuesday,False
2019-06-04 23:00:00-04:00,15112.500000000002,65.49,0.53,0.35,0,23,Tuesday,False
2019-06-05 00:00:00-04:00,14230.900000000001,64.94,0.54,0.36,0,00,Wednesday,False
2019-06-05 01:00:00-04:00,13444.6,63.91,0.56,0.27,0,01,Wednesday,False
2019-06-05 02:00:00-04:00,13085.500000000002,63.37,0.6,0.38,0,02,Wednesday,False
2019-06-05 03:00:00-04:00,12854.7,63.12,0.65,0.57,0,03,Wednesday,False
2019-06-05 04:00:00-04:00,13235.400000000001,63.06,0.68,0.78,0,04,Wednesday,False
2019-06-05 05:00:00-04:00,14247.8,63.37,0.71,0.85,0,05,Wednesday,False
2019-06-05 06:00:00-04:00,15995.199999999999,63.96,0.73,0.84,0,06,Wednesday,False
2019-06-05 07:00:00-04:00,16981.0,64.41,0.76,0.86,0,07,Wednesday,False
2019-06-05 08:00:00-04:00,17744.6,66.49,0.76,0.58,1,08,Wednesday,False
2019-06-05 09:00:00-04:00,18101.3,68.7,0.73,0.38,3,09,Wednesday,False
2019-06-05 10:00:00-04:00,18319.9,70.57,0.71,0.54,4,10,Wednesday,False
2019-06-05 11:00:00-04:00,18648.100000000002,73.47,0.67,0.3,6,11,Wednesday,False
2019-06-05 12:00:00-04:00,19130.399999999998,76.23,0.62,0.2,7,12,Wednesday,False
2019-06-05 13:00:00-04:00,19540.600000000002,79.22,0.56,0.18,8,13,Wednesday,False
2019-06-05 14:00:00-04:00,19929.0,81.31,0.53,0.2,8,14,Wednesday,False
2019-06-05 15:00:00-04:00,20309.800000000003,81.77,0.55,0.23,6,15,Wednesday,False
2019-06-05 16:00:00-04:00,20679.100000000002,81.32,0.58,0.36,4,16,Wednesday,False
2019-06-05 17:00:00-04:00,20667.799999999996,80.8,0.61,0.46,2,17,Wednesday,False
2019-06-05 18:00:00-04:00,20509.6,79.23,0.63,0.76,1,18,Wednesday,False
2019-06-05 19:00:00-04:00,20147.4,76.94,0.68,0.71,0,19,Wednesday,False
2019-06-05 20:00:00-04:00,19940.0,74.92,0.75,0.84,0,20,Wednesday,False
2019-06-05 21:00:00-04:00,19653.300000000003,73.62,0.79,0.83,0,21,Wednesday,False
2019-06-05 22:00:00-04:00,18480.5,73.09,0.82,0.81,0,22,Wednesday,False
2019-06-05 23:00:00-04:00,17110.0,71.73,0.85,0.82,0,23,Wednesday,False
2019-06-06 00:00:00-04:00,15916.7,71.12,0.87,0.87,0,00,Thursday,False
2019-06-06 01:00:00-04:00,15088.2,70.3,0.87,0.97,0,01,Thursday,False
2019-06-06 02:00:00-04:00,14579.000000000002,68.96,0.9,0.99,0,02,Thursday,False
2019-06-06 03:00:00-04:00,14236.900000000001,68.63,0.93,0.9,0,03,Thursday,False
2019-06-06 04:00:00-04:00,14555.1,68.77,0.93,0.92,0,04,Thursday,False
2019-06-06 05:00:00-04:00,15535.699999999999,69.49,0.92,0.8,0,05,Thursday,False
2019-06-06 06:00:00-04:00,17312.899999999998,69.77,0.92,0.67,0,06,Thursday,False
2019-06-06 07:00:00-04:00,18728.7,70.83,0.91,0.49,0,07,Thursday,False
2019-06-06 08:00:00-04:00,19601.200000000004,73.19,0.88,0.3,1,08,Thursday,False
2019-06-06 09:00:00-04:00,20189.499999999996,75.3,0.8,0.23,3,09,Thursday,False
2019-06-06 10:00:00-04:00,20604.600000000002,77.66,0.71,0.24,4,10,Thursday,False
2019-06-06 11:00:00-04:00,20947.699999999997,79.82,0.65,0.22,6,11,Thursday,False
2019-06-06 12:00:00-04:00,21064.3,80.95,0.61,0.19,7,12,Thursday,False
2019-06-06 13:00:00-04:00,21144.199999999997,81.49,0.58,0.25,7,13,Thursday,False
2019-06-06 14:00:00-04:00,21360.3,82.21,0.56,0.27,7,14,Thursday,False
2019-06-06 15:00:00-04:00,21705.2,82.47,0.55,0.26,6,15,Thursday,False
2019-06-06 16:00:00-04:00,21898.5,82.9,0.53,0.26,4,16,Thursday,False
2019-06-06 17:00:00-04:00,21954.2,81.34,0.54,0.28,3,17,Thursday,False
2019-06-06 18:00:00-04:00,21777.6,80.85,0.55,0.41,1,18,Thursday,False
2019-06-06 19:00:00-04:00,21325.3,79.82,0.56,0.48,0,19,Thursday,False
2019-06-06 20:00:00-04:00,20818.899999999998,78.4,0.57,0.49,0,20,Thursday,False
2019-06-06 21:00:00-04:00,20595.900000000005,76.99,0.6,0.44,0,21,Thursday,False
2019-06-06 22:00:00-04:00,19480.100000000002,75.25,0.63,0.42,0,22,Thursday,False
2019-06-06 23:00:00-04:00,17821.000000000004,73.75,0.66,0.42,0,23,Thursday,False
2019-06-07 00:00:00-04:00,16359.399999999998,72.46,0.7,0.42,0,00,Friday,False
2019-06-07 01:00:00-04:00,15327.500000000002,71.55,0.71,0.38,0,01,Friday,False
2019-06-07 02:00:00-04:00,14610.900000000001,69.96,0.73,0.43,0,02,Friday,False
2019-06-07 03:00:00-04:00,14207.9,67.8,0.79,0.53,0,03,Friday,False
2019-06-07 04:00:00-04:00,14245.7,66.33,0.82,0.53,0,04,Friday,False
2019-06-07 05:00:00-04:00,15202.9,65.96,0.84,0.68,0,05,Friday,False
2019-06-07 06:00:00-04:00,16920.2,66.2,0.84,0.38,0,06,Friday,False
2019-06-07 07:00:00-04:00,18019.9,67.26,0.81,0.52,0,07,Friday,False
2019-06-07 08:00:00-04:00,18643.9,69.7,0.75,0.43,1,08,Friday,False
2019-06-07 09:00:00-04:00,19254.6,71.7,0.7,0.61,3,09,Friday,False
2019-06-07 10:00:00-04:00,19547.3,73.19,0.66,0.57,4,10,Friday,False
2019-06-07 11:00:00-04:00,19792.199999999997,74.57,0.65,0.67,5,11,Friday,False
2019-06-07 12:00:00-04:00,20093.7,76.23,0.6,0.81,5,12,Friday,False
2019-06-07 13:00:00-04:00,20363.3,77.7,0.56,0.72,6,13,Friday,False
2019-06-07 14:00:00-04:00,20675.600000000002,77.71,0.56,0.64,6,14,Friday,False
