timestamp,temperature,day_Saturday,day_Sunday,holiday_1.0,peak_day,load (t-1)
2018-08-16,88.58,0,0,0,0.0,28496.200000000004
2018-08-17,87.33,0,0,0,0.0,29714.0
2018-08-18,85.62,1,0,0,0.0,28964.6
2018-08-19,72.58,0,1,0,0.0,24523.1
2018-08-20,74.05,0,0,0,0.0,20391.8
2018-08-21,75.76,0,0,0,0.0,22754.2
2018-08-22,83.25,0,0,0,0.0,23515.2
2018-08-23,78.29,0,0,0,0.0,25017.8
2018-08-24,81.77,0,0,0,0.0,22569.3
2018-08-25,78.41,1,0,0,0.0,24281.6
2018-08-26,82.8,0,1,0,0.0,21417.8
2018-08-27,87.46,0,0,0,0.0,23563.9
2018-08-28,93.66,0,0,0,1.0,29063.3
2018-08-29,93.47,0,0,0,1.0,31942.6
2018-08-30,88.72,0,0,0,0.0,31940.7
2018-08-31,78.37,0,0,0,0.0,28346.1
2018-09-01,76.68,1,0,0,0.0,22969.2
2018-09-02,80.13,0,1,0,0.0,21712.6
2018-09-03,89.48,0,0,1,0.0,23443.0
2018-09-04,90.82,0,0,0,0.0,28206.8
2018-09-05,88.66,0,0,0,1.0,31268.1
2018-09-06,91.56,0,0,0,0.0,31520.4
2018-09-07,75.56,0,0,0,0.0,30752.500000000004
2018-09-08,70.75,1,0,0,0.0,23248.8
2018-09-09,61.92,0,1,0,0.0,18196.2
2018-09-10,63.94,0,0,0,0.0,17352.100000000002
2018-09-11,74.17,0,0,0,0.0,18869.4
2018-09-12,77.19,0,0,0,0.0,20768.9
2018-09-13,75.91,0,0,0,0.0,22443.7
2018-09-14,74.56,0,0,0,0.0,23212.30000000001
2019-06-16,80.39,0,1,0,0.0,17912.800000000007
2019-06-17,74.98,0,0,0,0.0,18467.4
2019-06-18,72.55,0,0,0,0.0,20936.000000000004
2019-06-19,69.76,0,0,0,0.0,20891.3
2019-06-20,76.27,0,0,0,0.0,20940.1
2019-06-21,77.57,0,0,0,0.0,21569.8
2019-06-22,80.95,1,0,0,0.0,20135.1
2019-06-23,84.07,0,1,0,0.0,18940.4
2019-06-24,83.09,0,0,0,0.0,20643.899999999994
2019-06-25,83.7,0,0,0,0.0,23429.8
2019-06-26,87.99,0,0,0,0.0,24707.0
2019-06-27,89.08,0,0,0,0.0,26276.7
2019-06-28,89.49,0,0,0,0.0,26780.7
2019-06-29,91.06,1,0,0,0.0,27294.8
2019-06-30,83.69,0,1,0,0.0,25382.1
2019-07-01,85.48,0,0,0,0.0,20921.3
2019-07-02,85.77,0,0,0,0.0,24984.9
2019-07-03,85.03,0,0,0,0.0,25516.2
2019-07-04,88.32,0,0,1,0.0,27155.1
2019-07-05,81.52,0,0,0,0.0,25322.4
2019-07-06,87.26,1,0,0,0.0,26995.500000000004
2019-07-07,82.76,0,1,0,0.0,25751.9
2019-07-08,77.51,0,0,0,0.0,23185.7
2019-07-09,87.3,0,0,0,0.0,24080.8
2019-07-10,87.53,0,0,0,0.0,26792.800000000007
2019-07-11,83.54,0,0,0,0.0,28665.800000000007
2019-07-12,87.53,0,0,0,0.0,27142.9
2019-07-13,86.2,1,0,0,0.0,26066.5
2019-07-14,89.6,0,1,0,0.0,24886.1
2019-07-15,85.76,0,0,0,0.0,25445.5
2019-07-16,90.19,0,0,0,0.0,27014.4
2019-07-17,91.86,0,0,0,0.0,29475.8
2019-07-18,80.43,0,0,0,0.0,29470.2
2019-07-19,90.38,0,0,0,0.0,27145.6
2019-07-20,95.84,1,0,0,1.0,29372.6
2019-07-21,97.32,0,1,0,1.0,30474.9
2019-07-22,87.46,0,0,0,0.0,30448.4
2019-07-23,74.41,0,0,0,0.0,27447.4
2019-07-24,82.39,0,0,0,0.0,22988.5
2019-07-25,83.5,0,0,0,0.0,24560.899999999994
2019-07-26,85.22,0,0,0,0.0,25125.4
2019-07-27,84.04,1,0,0,0.0,26428.000000000004
2019-07-28,89.98,0,1,0,0.0,24837.5
2019-07-29,90.3,0,0,0,1.0,26614.4
2019-07-30,91.13,0,0,0,0.0,30471.7
2019-07-31,85.86,0,0,0,0.0,30169.000000000004
2019-08-01,86.08,0,0,0,0.0,27834.9
2019-08-02,83.0,0,0,0,0.0,26826.9
2019-08-03,84.75,1,0,0,0.0,25930.9
2019-08-04,87.08,0,1,0,0.0,25018.300000000007
2019-08-05,81.01,0,0,0,0.0,24310.800000000007
2019-08-06,79.6,0,0,0,0.0,25419.0
2019-08-07,83.19,0,0,0,0.0,25176.1
2019-08-08,85.83,0,0,0,0.0,25942.8
2019-08-09,82.7,0,0,0,0.0,26207.3
2019-08-10,81.35,1,0,0,0.0,24087.1
2019-08-11,81.15,0,1,0,0.0,20592.1
2019-08-12,85.33,0,0,0,0.0,20778.300000000007
2019-08-13,77.92,0,0,0,0.0,25449.3
2019-08-14,79.81,0,0,0,0.0,24358.3
2019-08-15,81.17,0,0,0,0.0,24495.3
2019-08-16,79.5,0,0,0,0.0,25148.9
2019-08-17,85.08,1,0,0,0.0,24617.7
2019-08-18,88.73,0,1,0,0.0,24183.0
2019-08-19,89.58,0,0,0,0.0,26350.0
2019-08-20,87.16,0,0,0,0.0,28607.2
2019-08-21,87.16,0,0,0,0.0,27950.0
2019-08-22,89.82,0,0,0,0.0,28242.500000000004
2019-08-23,74.34,0,0,0,0.0,26995.1
2019-08-24,75.11,1,0,0,0.0,21358.5
2019-08-25,75.67,0,1,0,0.0,18622.6
2019-08-26,73.47,0,0,0,0.0,18708.1
2019-08-27,74.17,0,0,0,0.0,20576.000000000004
2019-08-28,73.56,0,0,0,0.0,20474.7
2019-08-29,82.04,0,0,0,0.0,21803.6
2019-08-30,85.74,0,0,0,0.0,22458.7
2019-08-31,80.72,1,0,0,0.0,23452.1
2019-09-01,76.37,0,1,0,0.0,19748.1
2019-09-02,74.63,0,0,1,0.0,18503.6
2019-09-03,80.88,0,0,0,0.0,20160.8
2019-09-04,85.67,0,0,0,0.0,23064.0
2019-09-05,74.69,0,0,0,0.0,24302.0
2019-09-06,66.88,0,0,0,0.0,20470.1
2019-09-07,75.65,1,0,0,0.0,18837.3
2019-09-08,76.93,0,1,0,0.0,17593.4
2019-09-09,77.06,0,0,0,0.0,18597.1
2019-09-10,76.05,0,0,0,0.0,20480.800000000007
2019-09-11,87.12,0,0,0,0.0,21391.7
2019-09-12,80.43,0,0,0,0.0,26156.3
2019-09-13,70.22,0,0,0,0.0,22065.6
2019-09-14,74.08,1,0,0,0.0,18725.0
